"","x"
"793","Tb927.5.1560"
"794","Tb927.5.1560"
"795","Tb927.5.1560"
"796","Tb927.5.1560"
"797","Tb927.5.2310"
"798","Tb927.5.2310"
"799","Tb927.5.2310"
"800","Tb927.5.2310"
"801","Tb927.5.2320"
"802","Tb927.5.2320"
"803","Tb927.5.2320"
"804","Tb927.5.2320"
"805","Tb927.5.2380"
"806","Tb927.5.2380"
"807","Tb927.5.2380"
"808","Tb927.5.2380"
"809","Tb927.5.2520"
"810","Tb927.5.2520"
"811","Tb927.5.2520"
"812","Tb927.5.2520"
"813","Tb927.5.2570"
"814","Tb927.5.2570"
"815","Tb927.5.2570"
"816","Tb927.5.2570"
"817","Tb927.5.2650"
"818","Tb927.5.2650"
"819","Tb927.5.2650"
"820","Tb927.5.2650"
"821","Tb927.5.2660"
"822","Tb927.5.2660"
"823","Tb927.5.2660"
"824","Tb927.5.2660"
"825","Tb927.5.280"
"826","Tb927.5.280"
"827","Tb927.5.280"
"828","Tb927.5.280"
"829","Tb927.5.2940"
"830","Tb927.5.2940"
"831","Tb927.5.2940"
"832","Tb927.5.2940"
"833","Tb927.5.3230"
"834","Tb927.5.3230"
"835","Tb927.5.3230"
"836","Tb927.5.3230"
"837","Tb927.5.3810"
"838","Tb927.5.3810"
"839","Tb927.5.3810"
"840","Tb927.5.3810"
"841","Tb927.5.3830"
"842","Tb927.5.3830"
"843","Tb927.5.3830"
"844","Tb927.5.3830"
"845","Tb927.5.4010"
"846","Tb927.5.4010"
"847","Tb927.5.4010"
"848","Tb927.5.4010"
"849","Tb927.5.4100"
"850","Tb927.5.4100"
"851","Tb927.5.4100"
"852","Tb927.5.4100"
"853","Tb927.5.4140"
"854","Tb927.5.4140"
"855","Tb927.5.4140"
"856","Tb927.5.4140"
"857","Tb927.5.4180"
"858","Tb927.5.4180"
"859","Tb927.5.4180"
"860","Tb927.5.4180"
"861","Tb927.5.4270"
"862","Tb927.5.4270"
"863","Tb927.5.4270"
"864","Tb927.5.4270"
"865","Tb927.5.4420"
"866","Tb927.5.4420"
"867","Tb927.5.4420"
"868","Tb927.5.4420"
"869","Tb927.5.830"
"870","Tb927.5.830"
"871","Tb927.5.830"
"872","Tb927.5.830"
"873","Tb927.5.840"
"874","Tb927.5.840"
"875","Tb927.5.840"
"876","Tb927.5.840"
"877","Tb927.6.1900"
"878","Tb927.6.1900"
"879","Tb927.6.1900"
"880","Tb927.6.1900"
"881","Tb927.6.2170"
"882","Tb927.6.2170"
"883","Tb927.6.2170"
"884","Tb927.6.2170"
"885","Tb927.6.2420"
"886","Tb927.6.2420"
"887","Tb927.6.2420"
"888","Tb927.6.2420"
"889","Tb927.6.2650"
"890","Tb927.6.2650"
"891","Tb927.6.2650"
"892","Tb927.6.2650"
"893","Tb927.6.2780"
"894","Tb927.6.2780"
"895","Tb927.6.2780"
"896","Tb927.6.2780"
"897","Tb927.6.2890"
"898","Tb927.6.2890"
